FAMILIA,NOMBRE CIENTIFICO,NOMBRE COMUN,STATUS,T-1,T-2,T-3,T-4,T-5,T-6,T-7,T-8,T-9,mes,año,TOTALES
ANATIDAE,Spatula cyanoptera,Pato colorado,Residente,5.0,6.0,4.0,0.0,0.0,9.0,43.0,8.0,0.0,ENERO,2019,75.0
ANATIDAE,Anas bahamensis,Pato gargantillo,Residente,0.0,3.0,0.0,0.0,0.0,18.0,12.0,2.0,0.0,ENERO,2019,35.0
ANATIDAE,Oxyura jamaicensis,Pato rana o taclón,Residente,2.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0,0.0,ENERO,2019,15.0
PODICIPEDIDAE,Podilymbus podiceps,Zambullidor pico grueso,Residente,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,ENERO,2019,6.0
PODICIPEDIDAE,Podiceps major,Zambullidor grande,Residente,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ENERO,2019,5.0
COLUMBIDAE,Columba livia,"Paloma doméstica, paloma de castilla",Residente,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,ENERO,2019,6.0
COLUMBIDAE,Zenaida meloda,Paloma cuculi,Residente,7.0,0.0,2.0,1.0,27.0,0.0,14.0,5.0,59.0,ENERO,2019,115.0
COLUMBIDAE,Zenaida auriculata,Madrugadora o rabiblanca,Residente,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,ENERO,2019,3.0
COLUMBIDAE,Columbina cruziana,Tortolita peruana,Residente,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,ENERO,2019,29.0
CUCULIDAE,Crotophaga sulcirostris,Guardacaballo,Residente,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,ENERO,2019,1.0
TROCHILIDAE,Amazilia amazilia,Amazilia costeña,Residente,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,16.0,ENERO,2019,18.0
RALLIDAE,Gallinula galeata,Polla de agua,Residente,7.0,3.0,0.0,0.0,4.0,5.0,6.0,1.0,0.0,ENERO,2019,26.0
RALLIDAE,Fulica ardesiaca,"Gallareta andina, Huayno",Residente,9.0,1.0,0.0,0.0,0.0,2.0,9.0,0.0,0.0,ENERO,2019,21.0
CHARADRIIDAE,Charadrius vociferus,Chorlo doble collar,Residente,0.0,0.0,0.0,0.0,6.0,0.0,0.0,18.0,0.0,ENERO,2019,24.0
CHARADRIIDAE,Charadrius semipalmatus,Chorlo semipalmado,Migratorio Boreal,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,ENERO,2019,17.0
HAEMATOPODIDAE,Haematopus palliatus,Ostrero común,Residente,0.0,0.0,0.0,0.0,2.0,30.0,0.0,0.0,0.0,ENERO,2019,32.0
RECURVIROSTRIDAE,Himantopus mexicanus,Perrito o cigüeñuela,Residente,0.0,0.0,0.0,0.0,7.0,7.0,15.0,5.0,0.0,ENERO,2019,34.0
BURHINIDAE,Burhinus superciliaris,Huerequeque,Residente,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,ENERO,2019,6.0
SCOLOPACIDAE,Calidris pusilla,Playerito semipalmado,Migratorio Boreal,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,ENERO,2019,19.0
SCOLOPACIDAE,Calidris minutilla,Playero pico fino,Migratorio Boreal,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,ENERO,2019,3.0
SCOLOPACIDAE,Actitis macularius,Playero manchado,Migratorio Boreal,5.0,0.0,0.0,0.0,3.0,2.0,2.0,0.0,0.0,ENERO,2019,12.0
SCOLOPACIDAE,Tringa melanoleuca,Pata amarilla mayor,Migratorio Boreal,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,ENERO,2019,3.0
SCOLOPACIDAE,Tringa flavipes,Pata amarilla menor,Migratorio Boreal,0.0,0.0,0.0,0.0,16.0,9.0,1.0,2.0,0.0,ENERO,2019,28.0
RHYNCHOPIDAE,Rynchops niger,Rayador,Migratorio Boreal,0.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0,0.0,ENERO,2019,84.0
LARIDAE,Chroicocephalus cirrocephalus,Gaviota capucho gris,Residente,16.0,20.0,9.0,0.0,0.0,6.0,15.0,0.0,0.0,ENERO,2019,66.0
LARIDAE,Leucophaeus pipixcan,Gaviota de Franklin,Migratorio Boreal,2600.0,1300.0,0.0,8000.0,2700.0,1680.0,0.0,0.0,0.0,ENERO,2019,16280.0
LARIDAE,Larus belcheri,Gaviota peruana,Migratorio Local,5.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,ENERO,2019,10.0
PHALACROCORACIDAE,Phalacrocorax brasilianus,"Cushuri, cormorán, cuervo de mar",Residente,240.0,53.0,150.0,41.0,30.0,102.0,1.0,0.0,0.0,ENERO,2019,617.0
PELECANIDAE,Pelecanus thagus,Pelícano peruano,Migratorio Local,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,ENERO,2019,40.0
ARDEIDAE,Ixobrychus exilis,Garcita leonada,Residente,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,ENERO,2019,1.0
ARDEIDAE,Nycticorax nycticorax,Garza huaco,Residente,30.0,0.0,5.0,0.0,0.0,0.0,0.0,16.0,2.0,ENERO,2019,53.0
ARDEIDAE,Nyctanassa violacea,Huaco de corona amarilla,Residente,2.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,ENERO,2019,9.0
ARDEIDAE,Butorides striata,Garza tamanquita,Residente,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,ENERO,2019,6.0
ARDEIDAE,Bubulcus ibis,Garza bueyera,Residente,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,ENERO,2019,74.0
ARDEIDAE,Ardea alba,Garza grande,Residente,1.0,2.0,0.0,0.0,3.0,1.0,3.0,0.0,0.0,ENERO,2019,10.0
ARDEIDAE,Egretta thula,Garza blanca chica,Residente,0.0,0.0,0.0,0.0,0.0,6.0,2.0,1.0,0.0,ENERO,2019,9.0
ARDEIDAE,Egretta caerulea,Garza azul,Residente,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,ENERO,2019,1.0
THRESKIONITHIDAE,Plegadis ridgwayi,Yanavico,Residente,34.0,0.0,0.0,0.0,4.0,10.0,0.0,0.0,0.0,ENERO,2019,48.0
CATHARTIDAE,Coragyps atratus,Gallinazo cabeza negra,Residente,65.0,0.0,0.0,39.0,8.0,5.0,0.0,4.0,186.0,ENERO,2019,307.0
ACCIPITRIDAE,Parabuteo unicinctus,Gavilán oscuro acanalado,Residente,1.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,1.0,ENERO,2019,7.0
STRIGIDAE,Athene cunicularia,Lechuza de los arenales,Residente,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,ENERO,2019,7.0
FALCONIDAE,Falco sparverius,Cernícalo,Residente,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,ENERO,2019,3.0
FURNARIIDAE,Phleocryptes melanops,Totorero,Residente,4.0,0.0,0.0,0.0,1.0,2.0,0.0,5.0,0.0,ENERO,2019,12.0
TYRANNIDAE,Tachuris rubrigastra,Siete colores de la totora,Residente,5.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,ENERO,2019,10.0
TYRANNIDAE,Pyrocephalus rubinus,"Turtupillín, putilla",Residente,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,2.0,ENERO,2019,7.0
CORVIDAE,Cyanocorax mystacalis,Urraca,Raro,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,ENERO,2019,1.0
HIRUNDINIDAE,Pygochelidon cyanoleuca,Santa Rosita,Residente,7.0,0.0,1.0,0.0,4.0,4.0,0.0,2.0,5.0,ENERO,2019,23.0
TROGLODYTIDAE,Troglodytes aedon,Cucarachero,Residente,5.0,0.0,0.0,1.0,2.0,1.0,0.0,3.0,7.0,ENERO,2019,19.0
MIMIDAE,Mimus longicaudatus,Chisco,Residente,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,ENERO,2019,7.0
THRAUPIDAE,Sicalis flaveola,"Botón de oro, Chirigüe azafranado",Migratorio Local,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,ENERO,2019,1.0
THRAUPIDAE,Sicalis luteola,Triguero común,Residente,2.0,0.0,0.0,0.0,11.0,0.0,3.0,21.0,0.0,ENERO,2019,37.0
THRAUPIDAE,Volatinia jacarina,Saltapalito,Residente,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,ENERO,2019,1.0
THRAUPIDAE,Sporophila telasco,Espiguero corbatón,Migratorio Local,1.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0,ENERO,2019,8.0
THRAUPIDAE,Coereba flaveola,Mielerito,Migratorio Local,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,ENERO,2019,4.0
ICTERIDAE,Dives warszewiczi,"Tordo grande, tordo negro",Migratorio Local,0.0,3.0,0.0,0.0,6.0,0.0,0.0,2.0,0.0,ENERO,2019,11.0
ICTERIDAE,Molothrus bonariensis,Tordo parásito,Residente,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,ENERO,2019,6.0
ICTERIDAE,Chrysomus icterocephalus,Tordo amazónico cabeza amarilla,Residente,0.0,0.0,0.0,0.0,5.0,9.0,0.0,1.0,0.0,ENERO,2019,15.0
PASSERIDAE,Passer domesticus,Gorrion europeo,Residente,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,ENERO,2019,67.0
ANATIDAE,Spatula cyanoptera,Pato colorado,Residente,13.0,14.0,3.0,14.0,36.0,0.0,0.0,24.0,0.0,FEBRERO,2019,104.0
ANATIDAE,Anas bahamensis,Pato gargantillo,Residente,28.0,12.0,4.0,17.0,16.0,0.0,0.0,26.0,0.0,FEBRERO,2019,103.0
ANATIDAE,Oxyura jamaicensis,Pato rana o taclón,Residente,1.0,2.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,FEBRERO,2019,17.0
PHOENICOPTERIDAE,Phoenicopterus chilensis,Parihuana,Migratorio Altoandino,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,FEBRERO,2019,4.0
PODICIPEDIDAE,Rollandia rolland,Zambullidor pimpollo,Residente,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,FEBRERO,2019,7.0
PODICIPEDIDAE,Podilymbus podiceps,Zambullidor pico grueso,Residente,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,FEBRERO,2019,5.0
PODICIPEDIDAE,Podiceps major,Zambullidor grande,Residente,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,FEBRERO,2019,6.0
COLUMBIDAE,Columba livia,"Paloma doméstica, paloma de castilla",Residente,13.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,FEBRERO,2019,30.0
COLUMBIDAE,Zenaida meloda,Paloma cuculi,Residente,13.0,19.0,0.0,15.0,1.0,0.0,26.0,13.0,23.0,FEBRERO,2019,110.0
COLUMBIDAE,Zenaida auriculata,Madrugadora o rabiblanca,Residente,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,FEBRERO,2019,1.0
COLUMBIDAE,Columbina cruziana,Tortolita peruana,Residente,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,FEBRERO,2019,73.0
CUCULIDAE,Crotophaga sulcirostris,Guardacaballo,Residente,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,FEBRERO,2019,5.0
TROCHILIDAE,Amazilia amazilia,Amazilia costeña,Residente,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,FEBRERO,2019,3.0
RALLIDAE,Pardirallus sanguinolentus,Gallineta común,Residente,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FEBRERO,2019,1.0
RALLIDAE,Gallinula galeata,Polla de agua,Residente,28.0,25.0,1.0,19.0,21.0,0.0,0.0,22.0,5.0,FEBRERO,2019,121.0
RALLIDAE,Fulica ardesiaca,"Gallareta andina, Huayno",Residente,0.0,8.0,0.0,2.0,9.0,0.0,0.0,0.0,0.0,FEBRERO,2019,19.0
CHARADRIIDAE,Charadrius vociferus,Chorlo doble collar,Residente,0.0,0.0,7.0,0.0,2.0,2.0,2.0,26.0,0.0,FEBRERO,2019,39.0
HAEMATOPODIDAE,Haematopus palliatus,Ostrero común,Residente,0.0,0.0,0.0,0.0,12.0,2.0,0.0,0.0,0.0,FEBRERO,2019,14.0
RECURVIROSTRIDAE,Himantopus mexicanus,Perrito o cigüeñuela,Residente,14.0,2.0,8.0,2.0,8.0,0.0,0.0,0.0,0.0,FEBRERO,2019,34.0
SCOLOPACIDAE,Numenius phaeopus,Zarapito trinador,Migratorio Boreal,0.0,0.0,0.0,0.0,24.0,3.0,0.0,11.0,0.0,FEBRERO,2019,38.0
SCOLOPACIDAE,Calidris pusilla,Playerito semipalmado,Migratorio Boreal,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,FEBRERO,2019,2.0
SCOLOPACIDAE,Calidris minutilla,Playero pico fino,Migratorio Boreal,0.0,3.0,0.0,0.0,1.0,0.0,14.0,0.0,0.0,FEBRERO,2019,18.0
SCOLOPACIDAE,Actitis macularius,Playero manchado,Migratorio Boreal,1.0,0.0,1.0,0.0,6.0,0.0,3.0,32.0,0.0,FEBRERO,2019,43.0
SCOLOPACIDAE,Tringa melanoleuca,Pata amarilla mayor,Migratorio Boreal,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,FEBRERO,2019,17.0
SCOLOPACIDAE,Tringa flavipes,Pata amarilla menor,Migratorio Boreal,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,FEBRERO,2019,13.0
RHYNCHOPIDAE,Rynchops niger,Rayador,Migratorio Boreal,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,FEBRERO,2019,100.0
LARIDAE,Chroicocephalus cirrocephalus,Gaviota capucho gris,Residente,0.0,20.0,0.0,21.0,48.0,0.0,0.0,0.0,0.0,FEBRERO,2019,89.0
LARIDAE,Leucophaeus pipixcan,Gaviota de Franklin,Migratorio Boreal,0.0,451.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,FEBRERO,2019,481.0
LARIDAE,Larus belcheri,Gaviota peruana,Migratorio Local,0.0,0.0,0.0,3.0,28.0,0.0,0.0,0.0,0.0,FEBRERO,2019,31.0
LARIDAE,Larus dominicanus,Gaviota dominicana,Migratorio Local,0.0,2.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,FEBRERO,2019,22.0
SULIDAE,Sula variegata,Piquero común,Migratorio Local,0.0,0.0,0.0,0.0,0.0,1095.0,0.0,0.0,0.0,FEBRERO,2019,1095.0
PHALACROCORACIDAE,Phalacrocorax brasilianus,"Cushuri, cormorán, cuervo de mar",Residente,3.0,56.0,8.0,15.0,99.0,0.0,5.0,0.0,0.0,FEBRERO,2019,186.0
PHALACROCORACIDAE,Phalacrocorax boungainvillii,Guanay,Migratorio Local,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,FEBRERO,2019,20.0
PELECANIDAE,Pelecanus thagus,Pelícano peruano,Migratorio Local,0.0,0.0,0.0,0.0,46.0,159.0,0.0,0.0,0.0,FEBRERO,2019,205.0
ARDEIDAE,Ixobrychus exilis,Garcita leonada,Residente,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,FEBRERO,2019,1.0
ARDEIDAE,Nycticorax nycticorax,Garza huaco,Residente,1.0,24.0,2.0,1.0,4.0,0.0,0.0,0.0,2.0,FEBRERO,2019,34.0
ARDEIDAE,Nyctanassa violacea,Huaco de corona amarilla,Residente,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,FEBRERO,2019,4.0
ARDEIDAE,Butorides striata,Garza tamanquita,Residente,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FEBRERO,2019,3.0
ARDEIDAE,Bubulcus ibis,Garza bueyera,Residente,0.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,FEBRERO,2019,10.0
ARDEIDAE,Ardea cocoi,Garza cuca,Migratorio Altoandino,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FEBRERO,2019,1.0
ARDEIDAE,Ardea alba,Garza grande,Residente,2.0,5.0,2.0,3.0,1.0,0.0,3.0,2.0,1.0,FEBRERO,2019,19.0
ARDEIDAE,Egretta thula,Garza blanca chica,Residente,1.0,32.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,FEBRERO,2019,34.0
ARDEIDAE,Egretta caerulea,Garza azul,Residente,0.0,4.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,FEBRERO,2019,7.0
THRESKIONITHIDAE,Plegadis ridgwayi,Yanavico,Residente,0.0,56.0,0.0,1.0,31.0,0.0,0.0,0.0,0.0,FEBRERO,2019,88.0
THRESKIONITHIDAE,Platalea ajaja,Espatula rosada,Raro,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,FEBRERO,2019,1.0
CATHARTIDAE,Coragyps atratus,Gallinazo cabeza negra,Residente,9.0,48.0,68.0,26.0,15.0,0.0,25.0,6.0,210.0,FEBRERO,2019,407.0
PANDIONIDAE,Pandion haliaetus,Águila pescadora,Migratorio Boreal,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,FEBRERO,2019,1.0
ACCIPITRIDAE,Parabuteo unicinctus,Gavilán oscuro acanalado,Residente,0.0,1.0,2.0,2.0,1.0,0.0,3.0,0.0,1.0,FEBRERO,2019,10.0
STRIGIDAE,Athene cunicularia,Lechuza de los arenales,Residente,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,FEBRERO,2019,5.0
FALCONIDAE,Falco sparverius,Cernícalo,Residente,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,1.0,FEBRERO,2019,6.0
FURNARIIDAE,Phleocryptes melanops,Totorero,Residente,0.0,2.0,1.0,1.0,3.0,0.0,1.0,12.0,0.0,FEBRERO,2019,20.0
TYRANNIDAE,Tachuris rubrigastra,Siete colores de la totora,Residente,0.0,13.0,0.0,0.0,6.0,0.0,0.0,0.0,2.0,FEBRERO,2019,21.0
TYRANNIDAE,Pyrocephalus rubinus,"Turtupillín, putilla",Residente,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,5.0,FEBRERO,2019,11.0
TYRANNIDAE,Tyrannus melancholicus,Tirano tropical o pepite,Residente,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,FEBRERO,2019,1.0
HIRUNDINIDAE,Pygochelidon cyanoleuca,Santa Rosita,Residente,15.0,25.0,2.0,8.0,7.0,0.0,5.0,0.0,0.0,FEBRERO,2019,62.0
HIRUNDINIDAE,Hirundo rustica,Golondrina migratoria,Migratorio Boreal,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,FEBRERO,2019,2.0
TROGLODYTIDAE,Troglodytes aedon,Cucarachero,Residente,1.0,7.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,FEBRERO,2019,20.0
MIMIDAE,Mimus longicaudatus,Chisco,Residente,0.0,0.0,0.0,1.0,6.0,0.0,6.0,0.0,0.0,FEBRERO,2019,13.0
THRAUPIDAE,Sicalis luteola,Triguero común,Residente,0.0,6.0,0.0,0.0,1.0,0.0,1.0,6.0,6.0,FEBRERO,2019,20.0
THRAUPIDAE,Volatinia jacarina,Saltapalito,Residente,4.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,FEBRERO,2019,6.0
THRAUPIDAE,Sporophila telasco,Espiguero corbatón,Migratorio Local,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,FEBRERO,2019,5.0
ICTERIDAE,Dives warszewiczi,"Tordo grande, tordo negro",Migratorio Local,3.0,0.0,0.0,1.0,2.0,0.0,15.0,0.0,5.0,FEBRERO,2019,26.0
ICTERIDAE,Chrysomus icterocephalus,Tordo amazónico cabeza amarilla,Residente,0.0,3.0,0.0,2.0,1.0,0.0,15.0,0.0,0.0,FEBRERO,2019,21.0
ICTERIDAE,Sturnella bellicosa,"Huanchaco, Pecho colorado",Residente,0.0,0.0,0.0,0.0,1.0,0.0,8.0,0.0,0.0,FEBRERO,2019,9.0
PASSERIDAE,Passer domesticus,Gorrion europeo,Residente,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,18.0,FEBRERO,2019,19.0
ANATIDAE,Spatula cyanoptera,Pato colorado,Residente,10.0,9.0,12.0,14.0,63.0,0.0,4.0,36.0,0.0,JUNIO,2019,148.0
ANATIDAE,Anas bahamensis,Pato gargantillo,Residente,10.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,JUNIO,2019,42.0
ANATIDAE,Oxyura jamaicensis,Pato rana o taclón,Residente,0.0,3.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,JUNIO,2019,13.0
PODICIPEDIDAE,Rollandia rolland,Zambullidor pimpollo,Residente,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,JUNIO,2019,4.0
PODICIPEDIDAE,Podilymbus podiceps,Zambullidor pico grueso,Residente,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,JUNIO,2019,4.0
PODICIPEDIDAE,Podiceps major,Zambullidor grande,Residente,0.0,12.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,JUNIO,2019,18.0
COLUMBIDAE,Columba livia,"Paloma doméstica, paloma de castilla",Residente,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,JUNIO,2019,24.0
COLUMBIDAE,Zenaida meloda,Paloma cuculi,Residente,2.0,12.0,2.0,4.0,1.0,0.0,48.0,12.0,93.0,JUNIO,2019,174.0
COLUMBIDAE,Columbina cruziana,Tortolita peruana,Residente,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,JUNIO,2019,75.0
TROCHILIDAE,Amazilia amazilia,Amazilia costeña,Residente,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,JUNIO,2019,5.0
RALLIDAE,Pardirallus sanguinolentus,Gallineta común,Residente,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,JUNIO,2019,2.0
RALLIDAE,Gallinula galeata,Polla de agua,Residente,13.0,8.0,19.0,33.0,41.0,6.0,12.0,54.0,0.0,JUNIO,2019,186.0
RALLIDAE,Fulica ardesiaca,"Gallareta andina, Huayno",Residente,4.0,3.0,0.0,4.0,11.0,0.0,0.0,0.0,0.0,JUNIO,2019,22.0
CHARADRIIDAE,Charadrius vociferus,Chorlo doble collar,Residente,0.0,0.0,7.0,4.0,6.0,0.0,14.0,8.0,0.0,JUNIO,2019,39.0
HAEMATOPODIDAE,Haematopus palliatus,Ostrero común,Residente,0.0,0.0,0.0,0.0,33.0,2.0,0.0,0.0,0.0,JUNIO,2019,35.0
RECURVIROSTRIDAE,Himantopus mexicanus,Perrito o cigüeñuela,Residente,2.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,JUNIO,2019,16.0
SCOLOPACIDAE,Numenius phaeopus,Zarapito trinador,Migratorio Boreal,0.0,0.0,32.0,0.0,3.0,3.0,0.0,0.0,0.0,JUNIO,2019,38.0
RHYNCHOPIDAE,Rynchops niger,Rayador,Migratorio Boreal,0.0,0.0,0.0,0.0,248.0,0.0,0.0,0.0,0.0,JUNIO,2019,248.0
LARIDAE,Chroicocephalus serranus,Gaviota serrana,Migratorio Altoandino,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,JUNIO,2019,1.0
LARIDAE,Chroicocephalus cirrocephalus,Gaviota capucho gris,Residente,42.0,57.0,66.0,59.0,6.0,0.0,0.0,0.0,0.0,JUNIO,2019,230.0
LARIDAE,Leucophaeus modestus,Gaviota gris,Migratorio Austral,0.0,0.0,0.0,0.0,48.0,61.0,0.0,0.0,0.0,JUNIO,2019,109.0
LARIDAE,Larus belcheri,Gaviota peruana,Migratorio Local,0.0,5.0,0.0,0.0,324.0,27.0,0.0,0.0,0.0,JUNIO,2019,356.0
LARIDAE,Larus dominicanus,Gaviota dominicana,Migratorio Local,0.0,0.0,0.0,0.0,235.0,63.0,4.0,0.0,0.0,JUNIO,2019,302.0
LARIDAE,Larosterna inca,Zarcillo,Migratorio Local,0.0,0.0,0.0,0.0,11.0,51.0,0.0,0.0,0.0,JUNIO,2019,62.0
SULIDAE,Sula variegata,Piquero común,Migratorio Local,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,JUNIO,2019,43.0
PHALACROCORACIDAE,Phalacrocorax brasilianus,"Cushuri, cormorán, cuervo de mar",Residente,1.0,164.0,0.0,85.0,117.0,0.0,27.0,0.0,0.0,JUNIO,2019,394.0
PHALACROCORACIDAE,Phalacrocorax boungainvillii,Guanay,Migratorio Local,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,JUNIO,2019,10.0
PELECANIDAE,Pelecanus thagus,Pelícano peruano,Migratorio Local,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,JUNIO,2019,7.0
ARDEIDAE,Ixobrychus exilis,Garcita leonada,Residente,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,JUNIO,2019,3.0
ARDEIDAE,Nycticorax nycticorax,Garza huaco,Residente,0.0,17.0,2.0,13.0,5.0,0.0,0.0,7.0,0.0,JUNIO,2019,44.0
ARDEIDAE,Nyctanassa violacea,Huaco de corona amarilla,Residente,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,JUNIO,2019,5.0
ARDEIDAE,Butorides striata,Garza tamanquita,Residente,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,JUNIO,2019,5.0
ARDEIDAE,Bubulcus ibis,Garza bueyera,Residente,0.0,660.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,JUNIO,2019,660.0
ARDEIDAE,Ardea cocoi,Garza cuca,Migratorio Altoandino,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,JUNIO,2019,1.0
ARDEIDAE,Ardea alba,Garza grande,Residente,1.0,3.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,JUNIO,2019,9.0
ARDEIDAE,Egretta tricolor,"Garza Pechiblanca, Garza tricolor",Migratorio Local,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,JUNIO,2019,1.0
ARDEIDAE,Egretta thula,Garza blanca chica,Residente,0.0,2.0,5.0,1.0,66.0,0.0,5.0,0.0,0.0,JUNIO,2019,79.0
ARDEIDAE,Egretta caerulea,Garza azul,Residente,0.0,5.0,0.0,0.0,21.0,3.0,0.0,0.0,1.0,JUNIO,2019,30.0
THRESKIONITHIDAE,Plegadis ridgwayi,Yanavico,Residente,0.0,205.0,1.0,0.0,4.0,0.0,7.0,2.0,0.0,JUNIO,2019,219.0
THRESKIONITHIDAE,Platalea ajaja,Espatula rosada,Raro,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,JUNIO,2019,1.0
CATHARTIDAE,Coragyps atratus,Gallinazo cabeza negra,Residente,0.0,36.0,37.0,10.0,23.0,0.0,57.0,14.0,413.0,JUNIO,2019,590.0
ACCIPITRIDAE,Parabuteo unicinctus,Gavilán oscuro acanalado,Residente,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,JUNIO,2019,5.0
