FAMILIA,NOMBRE CIENTIFICO,NOMBRE COMUN,STATUS,T-1,T-2,T-3,T-4,T-5,T-6,T-7,T-8,T-9,mes,año,TOTALES
RALLIDAE,Fulica ardesiaca,"Gallareta andina, Huayno",Residente,5.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,ABRIL,2020,8.0
CHARADRIIDAE,Charadrius vociferus,Chorlo doble collar,Residente,0.0,0.0,3.0,0.0,0.0,0.0,2.0,2.0,0.0,ABRIL,2020,7.0
CHARADRIIDAE,Charadrius semipalmatus,Chorlo semipalmado,Migratorio Boreal,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,ABRIL,2020,39.0
HAEMATOPODIDAE,Haematopus palliatus,Ostrero común,Residente,0.0,0.0,0.0,0.0,28.0,8.0,0.0,0.0,0.0,ABRIL,2020,36.0
RECURVIROSTRIDAE,Himantopus mexicanus,Perrito o cigüeñuela,Residente,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABRIL,2020,11.0
SCOLOPACIDAE,Numenius phaeopus,Zarapito trinador,Migratorio Boreal,0.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABRIL,2020,82.0
SCOLOPACIDAE,Calidris ferruginea,Playero zarapito,Migratorio Boreal,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,ABRIL,2020,22.0
SCOLOPACIDAE,Phalaropus lobatus,Faláropo picofino,Migratorio Austral,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,ABRIL,2020,1.0
SCOLOPACIDAE,Actitis macularius,Playero manchado,Migratorio Boreal,0.0,1.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,ABRIL,2020,9.0
RHYNCHOPIDAE,Rynchops niger,Rayador,Migratorio Boreal,0.0,0.0,0.0,0.0,550.0,0.0,0.0,0.0,0.0,ABRIL,2020,550.0
LARIDAE,Chroicocephalus cirrocephalus,Gaviota capucho gris,Residente,23.0,34.0,100.0,43.0,0.0,0.0,0.0,0.0,0.0,ABRIL,2020,200.0
LARIDAE,Leucophaeus pipixcan,Gaviota de Franklin,Migratorio Boreal,1502.0,658.0,305.0,0.0,1750.0,0.0,0.0,0.0,0.0,ABRIL,2020,4215.0
LARIDAE,Larus belcheri,Gaviota peruana,Migratorio Local,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,ABRIL,2020,12.0
SULIDAE,Sula variegata,Piquero común,Migratorio Local,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,ABRIL,2020,36.0
PHALACROCORACIDAE,Phalacrocorax brasilianus,"Cushuri, cormorán, cuervo de mar",Residente,7.0,97.0,275.0,35.0,62.0,0.0,115.0,2.0,0.0,ABRIL,2020,593.0
PELECANIDAE,Pelecanus thagus,Pelícano peruano,Migratorio Local,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,ABRIL,2020,26.0
ARDEIDAE,Nycticorax nycticorax,Garza huaco,Residente,3.0,18.0,9.0,3.0,0.0,0.0,0.0,2.0,0.0,ABRIL,2020,35.0
ARDEIDAE,Nyctanassa violacea,Huaco de corona amarilla,Residente,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABRIL,2020,2.0
ARDEIDAE,Butorides striata,Garza tamanquita,Residente,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,ABRIL,2020,6.0
ARDEIDAE,Bubulcus ibis,Garza bueyera,Residente,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABRIL,2020,2.0
ARDEIDAE,Ardea alba,Garza grande,Residente,6.0,2.0,3.0,3.0,8.0,0.0,2.0,1.0,0.0,ABRIL,2020,25.0
ARDEIDAE,Egretta thula,Garza blanca chica,Residente,5.0,6.0,15.0,4.0,42.0,26.0,9.0,0.0,2.0,ABRIL,2020,109.0
ARDEIDAE,Egretta caerulea,Garza azul,Residente,0.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0,0.0,ABRIL,2020,9.0
THRESKIONITHIDAE,Plegadis ridgwayi,Yanavico,Residente,0.0,21.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,ABRIL,2020,26.0
CATHARTIDAE,Coragyps atratus,Gallinazo cabeza negra,Residente,0.0,71.0,93.0,0.0,8.0,0.0,27.0,13.0,221.0,ABRIL,2020,433.0
CATHARTIDAE,Cathartes aura,Gallinazo cabeza roja,Migratorio Local,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,ABRIL,2020,8.0
PANDIONIDAE,Pandion haliaetus,Águila pescadora,Migratorio Boreal,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABRIL,2020,1.0
ACCIPITRIDAE,Parabuteo unicinctus,Gavilán oscuro acanalado,Residente,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,ABRIL,2020,5.0
FALCONIDAE,Falco sparverius,Cernícalo,Residente,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,ABRIL,2020,2.0
FURNARIIDAE,Phleocryptes melanops,Totorero,Residente,0.0,2.0,4.0,5.0,4.0,0.0,0.0,6.0,3.0,ABRIL,2020,24.0
TYRANNIDAE,Tachuris rubrigastra,Siete colores de la totora,Residente,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABRIL,2020,1.0
TYRANNIDAE,Pyrocephalus rubinus,"Turtupillín, putilla",Residente,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,ABRIL,2020,2.0
TYRANNIDAE,Muscisaxicola maclovianus,Dormilona cabeza oscura,Migratorio Local,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ABRIL,2020,10.0
TYRANNIDAE,Tyrannus melancholicus,Tirano tropical o pepite,Residente,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,ABRIL,2020,1.0
HIRUNDINIDAE,Pygochelidon cyanoleuca,Santa Rosita,Residente,21.0,3.0,14.0,4.0,20.0,0.0,60.0,0.0,0.0,ABRIL,2020,122.0
TROGLODYTIDAE,Troglodytes aedon,Cucarachero,Residente,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,ABRIL,2020,5.0
MIMIDAE,Mimus longicaudatus,Chisco,Residente,0.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,ABRIL,2020,8.0
PASSERIDAE,Passer domesticus,Gorrion europeo,Residente,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,ABRIL,2020,24.0
ICTERIDAE,Dives warszewiczi,"Tordo grande, tordo negro",Migratorio Local,0.0,1.0,0.0,0.0,6.0,0.0,3.0,3.0,8.0,ABRIL,2020,21.0
ICTERIDAE,Leistes bellicosa,"Huanchaco, Pecho colorado",Residente,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,ABRIL,2020,2.0
THRAUPIDAE,Sicalis luteola,Triguero común,Residente,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,ABRIL,2020,6.0
THRAUPIDAE,Coereba flaveola,Mielerito,Migratorio Local,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,ABRIL,2020,2.0
ANATIDAE,Spatula cyanoptera,Pato colorado,Residente,9.0,10.0,4.0,12.0,115.0,0.0,0.0,41.0,0.0,AGOSTO,2020,191.0
ANATIDAE,Anas bahamensis,Pato gargantillo,Residente,31.0,0.0,6.0,4.0,47.0,0.0,0.0,4.0,0.0,AGOSTO,2020,92.0
ANATIDAE,Anas georgica,"Pato jerga, Pisacca",Migratorio Altoandino,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,AGOSTO,2020,1.0
ANATIDAE,Oxyura jamaicensis,Pato rana o taclón,Residente,0.0,0.0,0.0,1.0,26.0,0.0,0.0,0.0,0.0,AGOSTO,2020,27.0
PHOENICOPTERIDAE,Phoenicopterus chilensis,Parihuana,Migratorio Altoandino,0.0,0.0,0.0,0.0,19.0,0.0,0.0,3.0,0.0,AGOSTO,2020,22.0
PODICIPEDIDAE,Rollandia rolland,Zambullidor pimpollo,Residente,1.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,AGOSTO,2020,7.0
PODICIPEDIDAE,Podilymbus podiceps,Zambullidor pico grueso,Residente,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,AGOSTO,2020,5.0
PODICIPEDIDAE,Podiceps major,Zambullidor grande,Residente,0.0,7.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,AGOSTO,2020,12.0
COLUMBIDAE,Columba livia,"Paloma doméstica, paloma de castilla",Residente,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,AGOSTO,2020,38.0
COLUMBIDAE,Zenaida meloda,Paloma cuculi,Residente,3.0,24.0,0.0,0.0,3.0,0.0,13.0,8.0,55.0,AGOSTO,2020,106.0
COLUMBIDAE,Zenaida auriculata,Madrugadora o rabiblanca,Residente,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,AGOSTO,2020,1.0
COLUMBIDAE,Columbina cruziana,Tortolita peruana,Residente,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,120.0,AGOSTO,2020,123.0
CUCULIDAE,Crotophaga sulcirostris,Guardacaballo,Residente,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,AGOSTO,2020,3.0
TROCHILIDAE,Amazilia amazilia,Amazilia costeña,Residente,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,3.0,AGOSTO,2020,9.0
RALLIDAE,Gallinula galeata,Polla de agua,Residente,18.0,7.0,0.0,6.0,62.0,3.0,0.0,8.0,6.0,AGOSTO,2020,110.0
RALLIDAE,Fulica ardesiaca,"Gallareta andina, Huayno",Residente,0.0,2.0,0.0,2.0,10.0,0.0,0.0,0.0,0.0,AGOSTO,2020,14.0
CHARADRIIDAE,Vanellus resplendens,Liquelique,Migratorio Altoandino,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,AGOSTO,2020,1.0
CHARADRIIDAE,Charadrius vociferus,Chorlo doble collar,Residente,0.0,0.0,0.0,0.0,2.0,0.0,4.0,4.0,0.0,AGOSTO,2020,10.0
HAEMATOPODIDAE,Haematopus palliatus,Ostrero común,Residente,0.0,0.0,0.0,0.0,59.0,2.0,0.0,0.0,0.0,AGOSTO,2020,61.0
RECURVIROSTRIDAE,Himantopus mexicanus,Perrito o cigüeñuela,Residente,13.0,0.0,2.0,0.0,24.0,0.0,0.0,0.0,0.0,AGOSTO,2020,39.0
BURHINIDAE,Burhinus superciliaris,Huerequeque,Residente,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,AGOSTO,2020,4.0
SCOLOPACIDAE,Numenius phaeopus,Zarapito trinador,Migratorio Boreal,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,AGOSTO,2020,3.0
SCOLOPACIDAE,Calidris alba,Playero blanco,Migratorio Boreal,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,AGOSTO,2020,6.0
SCOLOPACIDAE,Calidris pusilla,Playerito semipalmado,Migratorio Boreal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,AGOSTO,2020,16.0
SCOLOPACIDAE,Calidris minutilla,Playero pico fino,Migratorio Boreal,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,AGOSTO,2020,5.0
SCOLOPACIDAE,Phalaropus tricolor,Falaropo de Wilson,Migratorio Boreal,6.0,0.0,24.0,21.0,74.0,0.0,1.0,5.0,0.0,AGOSTO,2020,131.0
SCOLOPACIDAE,Actitis macularius,Playero manchado,Migratorio Boreal,2.0,1.0,1.0,0.0,2.0,0.0,2.0,1.0,0.0,AGOSTO,2020,9.0
SCOLOPACIDAE,Tringa flavipes,Pata amarilla menor,Migratorio Boreal,0.0,1.0,6.0,0.0,0.0,0.0,1.0,2.0,0.0,AGOSTO,2020,10.0
RHYNCHOPIDAE,Rynchops niger,Rayador,Migratorio Boreal,0.0,0.0,0.0,0.0,98.0,0.0,0.0,0.0,0.0,AGOSTO,2020,98.0
LARIDAE,Chroicocephalus cirrocephalus,Gaviota capucho gris,Residente,10.0,15.0,19.0,23.0,118.0,0.0,0.0,0.0,0.0,AGOSTO,2020,185.0
LARIDAE,Leucophaeus modestus,Gaviota gris,Migratorio Austral,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,AGOSTO,2020,3.0
LARIDAE,Larus belcheri,Gaviota peruana,Migratorio Local,0.0,0.0,0.0,0.0,104.0,4.0,0.0,0.0,0.0,AGOSTO,2020,108.0
LARIDAE,Larus dominicanus,Gaviota dominicana,Migratorio Local,0.0,0.0,0.0,0.0,92.0,0.0,4.0,0.0,0.0,AGOSTO,2020,96.0
LARIDAE,Sternula lorata,Gaviotín peruano,Migratorio Local,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,AGOSTO,2020,3.0
SULIDAE,Sula variegata,Piquero común,Migratorio Local,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,AGOSTO,2020,8.0
PHALACROCORACIDAE,Phalacrocorax gaimardi,Chuita,Migratorio Local,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,AGOSTO,2020,3.0
PHALACROCORACIDAE,Phalacrocorax brasilianus,"Cushuri, cormorán, cuervo de mar",Residente,0.0,0.0,0.0,0.0,93.0,10.0,18.0,1.0,0.0,AGOSTO,2020,122.0
PHALACROCORACIDAE,Phalacrocorax boungainvillii,Guanay,Migratorio Local,0.0,25.0,50.0,25.0,0.0,0.0,0.0,0.0,0.0,AGOSTO,2020,100.0
PELECANIDAE,Pelecanus thagus,Pelícano peruano,Migratorio Local,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,AGOSTO,2020,9.0
ARDEIDAE,Nycticorax nycticorax,Garza huaco,Residente,0.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,AGOSTO,2020,17.0
ARDEIDAE,Nyctanassa violacea,Huaco de corona amarilla,Residente,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AGOSTO,2020,1.0
ARDEIDAE,Butorides striata,Garza tamanquita,Residente,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,3.0,AGOSTO,2020,7.0
ARDEIDAE,Bubulcus ibis,Garza bueyera,Residente,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,AGOSTO,2020,8.0
ARDEIDAE,Ardea cocoi,Garza cuca,Migratorio Altoandino,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,AGOSTO,2020,2.0
ARDEIDAE,Ardea alba,Garza grande,Residente,0.0,0.0,4.0,2.0,2.0,0.0,2.0,2.0,0.0,AGOSTO,2020,12.0
ARDEIDAE,Egretta thula,Garza blanca chica,Residente,1.0,0.0,0.0,0.0,27.0,0.0,1.0,0.0,2.0,AGOSTO,2020,31.0
ARDEIDAE,Egretta caerulea,Garza azul,Residente,0.0,0.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,AGOSTO,2020,12.0
THRESKIONITHIDAE,Plegadis ridgwayi,Yanavico,Residente,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,15.0,AGOSTO,2020,27.0
CATHARTIDAE,Coragyps atratus,Gallinazo cabeza negra,Residente,0.0,39.0,105.0,0.0,28.0,0.0,46.0,28.0,419.0,AGOSTO,2020,665.0
ACCIPITRIDAE,Parabuteo unicinctus,Gavilán oscuro acanalado,Residente,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,AGOSTO,2020,4.0
STRIGIDAE,Athene cunicularia,Lechuza de los arenales,Residente,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,AGOSTO,2020,3.0
FALCONIDAE,Falco sparverius,Cernícalo,Residente,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,AGOSTO,2020,2.0
FURNARIIDAE,Phleocryptes melanops,Totorero,Residente,5.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,1.0,AGOSTO,2020,13.0
TYRANNIDAE,Tachuris rubrigastra,Siete colores de la totora,Residente,2.0,0.0,0.0,0.0,7.0,0.0,0.0,2.0,1.0,AGOSTO,2020,12.0
TYRANNIDAE,Pyrocephalus rubinus,"Turtupillín, putilla",Residente,0.0,0.0,0.0,0.0,3.0,0.0,3.0,1.0,7.0,AGOSTO,2020,14.0
TYRANNIDAE,Tyrannus melancholicus,Tirano tropical o pepite,Residente,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,AGOSTO,2020,3.0
HIRUNDINIDAE,Pygochelidon cyanoleuca,Santa Rosita,Residente,16.0,8.0,8.0,15.0,0.0,0.0,27.0,19.0,21.0,AGOSTO,2020,114.0
TROGLODYTIDAE,Troglodytes aedon,Cucarachero,Residente,1.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,AGOSTO,2020,10.0
MIMIDAE,Mimus longicaudatus,Chisco,Residente,0.0,1.0,0.0,0.0,3.0,0.0,6.0,0.0,4.0,AGOSTO,2020,14.0
MOTACILLIDAE,Anthus peruvianus,"Chichirre, cachirla amarilla",Residente,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,AGOSTO,2020,3.0
THRAUPIDAE,Sicalis luteola,Triguero común,Residente,0.0,4.0,0.0,0.0,7.0,0.0,4.0,15.0,0.0,AGOSTO,2020,30.0
THRAUPIDAE,Volatinia jacarina,Saltapalito,Residente,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,AGOSTO,2020,3.0
THRAUPIDAE,Coereba flaveola,Mielerito,Migratorio Local,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,AGOSTO,2020,3.0
ICTERIDAE,Dives warszewiczi,"Tordo grande, tordo negro",Migratorio Local,5.0,0.0,0.0,0.0,6.0,0.0,3.0,1.0,4.0,AGOSTO,2020,19.0
ICTERIDAE,Chrysomus icterocephalus,Tordo amazónico cabeza amarilla,Residente,0.0,0.0,0.0,0.0,3.0,0.0,0.0,11.0,0.0,AGOSTO,2020,14.0
ICTERIDAE,Sturnella bellicosa,"Huanchaco, Pecho colorado",Residente,0.0,0.0,0.0,0.0,2.0,0.0,6.0,2.0,2.0,AGOSTO,2020,12.0
PASSERIDAE,Passer domesticus,Gorrion europeo,Residente,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,39.0,AGOSTO,2020,42.0
ANATIDAE,Spatula cyanoptera,Pato colorado,Residente,18.0,4.0,5.0,14.0,80.0,0.0,0.0,25.0,0.0,MAYO,2020,146.0
ANATIDAE,Anas bahamensis,Pato gargantillo,Residente,9.0,0.0,0.0,17.0,12.0,0.0,0.0,0.0,0.0,MAYO,2020,38.0
ANATIDAE,Oxyura jamaicensis,Pato rana o taclón,Residente,0.0,0.0,0.0,4.0,22.0,0.0,0.0,0.0,0.0,MAYO,2020,26.0
PHOENICOPTERIDAE,Phoenicopterus chilensis,Parihuana,Migratorio Altoandino,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,MAYO,2020,2.0
PODICIPEDIDAE,Rollandia rolland,Zambullidor pimpollo,Residente,0.0,0.0,1.0,4.0,7.0,0.0,0.0,0.0,0.0,MAYO,2020,12.0
PODICIPEDIDAE,Podilymbus podiceps,Zambullidor pico grueso,Residente,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,MAYO,2020,4.0
PODICIPEDIDAE,Podiceps major,Zambullidor grande,Residente,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,MAYO,2020,2.0
COLUMBIDAE,Columba livia,"Paloma doméstica, paloma de castilla",Residente,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,MAYO,2020,54.0
COLUMBIDAE,Zenaida meloda,Paloma cuculi,Residente,4.0,10.0,0.0,0.0,0.0,0.0,15.0,25.0,33.0,MAYO,2020,87.0
COLUMBIDAE,Columbina cruziana,Tortolita peruana,Residente,3.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,89.0,MAYO,2020,104.0
CUCULIDAE,Crotophaga sulcirostris,Guardacaballo,Residente,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,MAYO,2020,2.0
TROCHILIDAE,Amazilia amazilia,Amazilia costeña,Residente,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,MAYO,2020,7.0
RALLIDAE,Gallinula galeata,Polla de agua,Residente,26.0,10.0,5.0,8.0,72.0,4.0,0.0,5.0,2.0,MAYO,2020,132.0
RALLIDAE,Fulica ardesiaca,"Gallareta andina, Huayno",Residente,7.0,4.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,MAYO,2020,18.0
CHARADRIIDAE,Charadrius vociferus,Chorlo doble collar,Residente,2.0,0.0,0.0,0.0,0.0,8.0,9.0,4.0,0.0,MAYO,2020,23.0
HAEMATOPODIDAE,Haematopus palliatus,Ostrero común,Residente,0.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,MAYO,2020,68.0
RECURVIROSTRIDAE,Himantopus mexicanus,Perrito o cigüeñuela,Residente,32.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,MAYO,2020,34.0
SCOLOPACIDAE,Numenius phaeopus,Zarapito trinador,Migratorio Boreal,44.0,6.0,0.0,0.0,118.0,130.0,0.0,0.0,0.0,MAYO,2020,298.0
SCOLOPACIDAE,Arenaria interpres,Vuelvepiedras,Migratorio Boreal,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,MAYO,2020,4.0
SCOLOPACIDAE,Actitis macularius,Playero manchado,Migratorio Boreal,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,MAYO,2020,1.0
SCOLOPACIDAE,Tringa semipalmata,Playero ala blanca,Migratorio Boreal,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,MAYO,2020,8.0
RHYNCHOPIDAE,Rynchops niger,Rayador,Migratorio Boreal,0.0,0.0,0.0,0.0,451.0,3.0,0.0,0.0,0.0,MAYO,2020,454.0
LARIDAE,Chroicocephalus serranus,Gaviota serrana,Migratorio Altoandino,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,MAYO,2020,11.0
LARIDAE,Chroicocephalus cirrocephalus,Gaviota capucho gris,Residente,34.0,13.0,53.0,19.0,11.0,0.0,1.0,0.0,0.0,MAYO,2020,131.0
LARIDAE,Leucophaeus modestus,Gaviota gris,Migratorio Austral,0.0,0.0,0.0,0.0,12.0,139.0,0.0,0.0,0.0,MAYO,2020,151.0
LARIDAE,Leucophaeus pipixcan,Gaviota de Franklin,Migratorio Boreal,1.0,0.0,73.0,52.0,18.0,79.0,0.0,0.0,0.0,MAYO,2020,223.0
LARIDAE,Larus belcheri,Gaviota peruana,Migratorio Local,0.0,0.0,0.0,0.0,19.0,166.0,0.0,0.0,0.0,MAYO,2020,185.0
LARIDAE,Larus dominicanus,Gaviota dominicana,Migratorio Local,0.0,0.0,0.0,0.0,51.0,151.0,0.0,0.0,0.0,MAYO,2020,202.0
LARIDAE,Larosterna inca,Zarcillo,Migratorio Local,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,MAYO,2020,19.0
SULIDAE,Sula variegata,Piquero común,Migratorio Local,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,MAYO,2020,21.0
PHALACROCORACIDAE,Phalacrocorax brasilianus,"Cushuri, cormorán, cuervo de mar",Residente,10.0,212.0,120.0,55.0,428.0,0.0,32.0,23.0,34.0,MAYO,2020,914.0
ARDEIDAE,Ixobrychus exilis,Garcita leonada,Residente,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,MAYO,2020,1.0
ARDEIDAE,Nycticorax nycticorax,Garza huaco,Residente,1.0,13.0,11.0,7.0,4.0,0.0,0.0,0.0,0.0,MAYO,2020,36.0
ARDEIDAE,Nyctanassa violacea,Huaco de corona amarilla,Residente,0.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,MAYO,2020,8.0
ARDEIDAE,Butorides striata,Garza tamanquita,Residente,1.0,3.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,MAYO,2020,8.0
ARDEIDAE,Bubulcus ibis,Garza bueyera,Residente,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MAYO,2020,35.0
ARDEIDAE,Ardea alba,Garza grande,Residente,3.0,5.0,3.0,4.0,6.0,0.0,1.0,1.0,1.0,MAYO,2020,24.0
ARDEIDAE,Egretta thula,Garza blanca chica,Residente,2.0,0.0,0.0,0.0,161.0,1.0,0.0,1.0,0.0,MAYO,2020,165.0
ARDEIDAE,Egretta caerulea,Garza azul,Residente,0.0,0.0,0.0,0.0,14.0,0.0,1.0,0.0,0.0,MAYO,2020,15.0
THRESKIONITHIDAE,Plegadis ridgwayi,Yanavico,Residente,0.0,105.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,MAYO,2020,112.0
CATHARTIDAE,Coragyps atratus,Gallinazo cabeza negra,Residente,2.0,52.0,84.0,0.0,2.0,0.0,0.0,50.0,381.0,MAYO,2020,571.0
CATHARTIDAE,Cathartes aura,Gallinazo cabeza roja,Migratorio Local,0.0,0.0,0.0,0.0,3.0,0.0,138.0,0.0,0.0,MAYO,2020,141.0
ACCIPITRIDAE,Parabuteo unicinctus,Gavilán oscuro acanalado,Residente,2.0,1.0,3.0,0.0,0.0,0.0,1.0,2.0,1.0,MAYO,2020,10.0
STRIGIDAE,Athene cunicularia,Lechuza de los arenales,Residente,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,MAYO,2020,3.0
FALCONIDAE,Falco sparverius,Cernícalo,Residente,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,MAYO,2020,5.0
PSITTACIDAE,Forpus coelestis,Perico esmeralda,Migratorio Local,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,MAYO,2020,2.0
FURNARIIDAE,Phleocryptes melanops,Totorero,Residente,0.0,1.0,4.0,3.0,0.0,0.0,0.0,6.0,0.0,MAYO,2020,14.0
TYRANNIDAE,Tachuris rubrigastra,Siete colores de la totora,Residente,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,MAYO,2020,7.0
TYRANNIDAE,Pyrocephalus rubinus,"Turtupillín, putilla",Residente,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,2.0,MAYO,2020,6.0
HIRUNDINIDAE,Pygochelidon cyanoleuca,Santa Rosita,Residente,13.0,2.0,16.0,0.0,30.0,0.0,6.0,4.0,7.0,MAYO,2020,78.0
TROGLODYTIDAE,Troglodytes aedon,Cucarachero,Residente,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,MAYO,2020,11.0
MIMIDAE,Mimus longicaudatus,Chisco,Residente,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,6.0,MAYO,2020,10.0
THRAUPIDAE,Sicalis flaveola,"Botón de oro, Chirigüe azafranado",Migratorio Local,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,MAYO,2020,1.0
THRAUPIDAE,Sicalis luteola,Triguero común,Residente,1.0,13.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,MAYO,2020,18.0
THRAUPIDAE,Volatinia jacarina,Saltapalito,Residente,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,MAYO,2020,5.0
